bpin;nombreproyecto;objetivogeneral;estadoproyecto;horizonte;sector;entidadresponsable;programapresupuestal;tipoproyecto;valortotalproyecto;valorvigenteproyecto;valorobligacionproyecto;valorpagoproyecto;subestadoproyecto;codigoentidadresponsable;totalbeneficiario;plandesarrollonacional;municipio;departamento;Longitud
24003569999;Apoyo Agro Ingreso Seguro Nacional;EL OBJETIVO DEL PROYECTO AGRO INGRESO SEGURO - AIS ES EL DE MEJORAR EN GENERAL LA COMPETITIVIDAD DE TODO EL SECTOR AGROPECUARIO MEDIANTE LA APLICACIÓN DE LOS DIFERENTES INSTRUMENTOS DE POLITICA QUE SE REQUIERAN EN DESARROLLO DE LOS PROCESOS DE INTERNACIONALIZACIÓN DE LA ECONOMÍA COLOMBIANA. ASI MISMO PROTEGER  Y FORTALECER LOS INGRESOS DE LOS PRODUCTORES QUE LO REQUIERAN ANTE LAS DISTORSIONES DERIVADAS DE LOS MERCADOS EXTERNOS.;En Ejecución;2007-2015;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;0520 ADMINISTRACION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA APOYO A LA ADMINISTRACION DEL ESTADO;Pgn;357.375.537.362.800.000.000;357.375.537.362.800.000.000;342.475.686.612.926.000.000;237.112.040.722.416.000.000;Inactivo  (PGN, Territorio);170101;1066664;Todos por un nuevo país (2014-2018);;;
2,01701E+12;Fortalecimiento A Los Sistemas De Producción  Agricolas Del Municipio De   Taraira;Aumentar  la produccin agricola del municipio de Taraira.;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;Vaupés;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;1.334.209.000.000.000;1.334.209.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);97;24;Todos por un nuevo país (2014-2018);;;
24003520000;Implementacion Programa Para El Desarrollo De Las Oportunidades De Inversion Y Capitalizacion De Los Activos De Las Microempresas Rurales. Nacional;APORTAR A LA REDUCCIÓN DE LA POBREZA RURAL A TRAVES DE LA COFINANCIACIÓN DE SERVICIOS TECNICOS Y FINANCIEROS A FAMILIAS RURALES POBRES QUE DESARROLLAN ACTIVIDADES ECONÓMICAS CARACTERIZADAS COMO MICROEMPRESAS CON EL FIN DE INCREMENTAR SU PRODUCTIVIDAD Y RENTABILIDAD.;En Ejecución;2007-2014;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;0320 PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO;Pgn;10.657.463.880.300.000.000;10.657.463.880.300.000.000;10.297.485.053.500.000.000;9.723.845.181.680.000.000;Inactivo  (PGN, Territorio);170101;54777;Todos por un nuevo país (2014-2018);;;
24003990000;Implementacion De La  Coperacion Tecnica Internacional En El Ministerio Para El Aprovechamiento De Las Ofertas Y Demandas Transferencia De Tecnología Y Capacitacion  Internacional Y Nacional;FORTALECER  LA CAPACIDAD INSTITUCIONAL PARA DAR RESPUESTA EN FORMA EFECTIVA A LAS ACTIVIDADES Y LOS COMPROMISOS Y CONVENIOS SUSCRITOS POR EL PAÍS EN EL MARCO DE LA COOPERACIÓN TÚCNICA INTERNACIONAL.;Viable;2009-2010;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;0;Pgn;0.00000000;0.00000000;0.00000000;0.00000000;Terminado en Viable (PGN);170101;;Todos por un nuevo país (2014-2018);;;
27045740000;Administracion Del Fondo De Solidaridad Agropecuaria A Nivel Nacional;APOYO ECONOMICO A LOS PEQUEÑOS AGRICULTORES AGROPECUARIOS Y PESQUEROS PARA LA ATENCION Y ALIVIO PARCIAL O TOTALDE SUS DEUDAS CUANDO SE PRESENTEN DIVERSAS CALAMIDADAES O CATASTROFE NATURALES Q1UE LOS AFECTEN.;En Ejecución;1997-2018;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;1703 SERVICIOS FINANCIEROS Y GESTIÓN DEL RIESGO PARA LAS ACTIVIDADES AGROPECUARIAS Y RURALES;Pgn;34.651.607.211.400.000.000;34.651.607.211.400.000.000;33.874.777.750.100.000.000;7.445.058.468.200.000.000;Inactivo  (PGN, Territorio);170101;10356;;;;
36000160000;Subsidio Integral Para La Conformacion De Empresas Basicas Agropecuarias Atencion A La Poblacion Desplazada Y Campesina A  Nivel Nacional;Objetivo General 2010En cumplimiento del artículo 64 de la Constitución Nacional facilitar a los hombres y mujeres campesinos o trabajadores agrarios que se encuentren en condiciones de pobreza o marginalidad y que deriven de la actividad agropecuaria pesquera y/o forestal la mayor parte de sus ingresos y que carezcan de tierra propia o tuvieren la condición de minifundistas o simples tenedores de la tierra el acceso a la propiedad de la tierra de vocación agropecuaria como condición básica para desarrollar actividades productivas agrarias y competitivas articuladas a procesos de desarrollo regionales de manera que les permita generar una base económica sostenible  mejorando su ingreso y calidad de vida.Objetivos Específicos 20101.Contribuir al ordenamiento social de la propiedad y al uso eficiente del suelo mediante el otorgamiento de subsidios integrales (tierra y capital de trabajo) tal como lo establecen las normas vigentes.2.Facilitar la cofinanciación de proyectos productivos con el fin de proveer el acceso a los factores productivos y mecanismos de inversión en el sector rural.3.Contribuir al cumplimiento a lo ordenado por la Corte Constitucional en su sentencia de tutela 025 de 2004 en lo referente a la atención y acceso a la tierra a la Población Desplazada por la Violencia.;En Ejecución;2004-2016;Agricultura Y Desarrollo Rural;Agencia Nacional de Tierras - ANT - Agricultura y Desarrollo Rural;0620 SUBSIDIOS DIRECTOS;Pgn;61.879.089.640.900.000.000;61.879.089.640.900.000.000;59.440.796.264.831.000.000;25.006.758.119.831.000.000;Inactivo  (PGN, Territorio);171700;12004;Todos por un nuevo país (2014-2018);;;
36000650000;Mejoramiento Y Fortalecimiento De La Capacidad De Gestión Del Instituto Colombiano De Desarrollo Rural - Incoder Nivel Nacional;OBJETIVO GENERALFORTALECER LA CAPACIDAD DE GESTIÓN DEL INSTITUTO CON HERRAMIENTAS QUE LE PERMITAN ASUMIR SUS NUEVAS REALIDADES MISIONALES Y SOPORTEN LAS NECESIDADES REALES DE ADAPTACIÓN A LOS CAMBIOS POLÍTICOS SOCIALES Y ECONÓMICOS.OBJETIVOS ESPECÍFICOS-DISEÑAR ESTRATEGIAS QUE PERMITAN AJUSTES Y ADAPTACIONES AL MARCO LEGAL Y NORMATIVO-GENERAR UN PROCESO DE CAMBIO INSTITUCIONAL EN BENEFICIO DEL MEJORAMIENTO EN LA PRESTACIÓN DE SERVICIOS Y ATENCIÓN A POBLACIÓN RURAL CLIENTES EXTERNOS E INTERNOS DE LA ENTIDAD.-DISPONER DE RECURSOS PARA RESOLVER LOS PROBLEMAS ESTRUCTURALES DEL INSTITUTO.;En Ejecución;2010-2018;Agricultura Y Desarrollo Rural;Agencia de Desarrollo Rural - ADR - Agricultura y Desarrollo Rural;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;Pgn;1.789.346.038.600.000.000;1.789.346.038.600.000.000;1.649.178.384.200.000.000;1.421.012.419.800.000.000;Inactivo  (PGN, Territorio);171800;11078021;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
1,024E+12;Asistencia Tecnica Al Desarrollo Tecnologico Del Sector Agropecuario A Nivel Nacional.;CON EL FIN DE CREAR UN ENTORNO PROPICIO PARA LA REACTIVACION DEL AGRO Y CON EL FIN DE CONTRIBUIR DE MANERA DEFINITIVA A SACAR AL SECTOR DE LA POSTRACION EN QUE SE ENCUENTRA SE HA DISENADO UN PROGRAMA PARA LA INVESTIGACION Y REALIZACION DE ESTUDIOS BASICOS Y TRANSFERENCIA DETECNOLOGIA CON EL CUAL SE BUSCA INCREMENTAR A CORTO Y MEDIANO PLAZO LA PRODUCCION Y MEJORAR LA COMPETITIVIDAD DEL SECTOR;En Ejecución;1999-2014;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;0410 INVESTIGACION BASICA, APLICADA Y ESTUDIOS;Pgn;29.298.000.000.000.000.000;29.298.000.000.000.000.000;26.145.709.187.900.000.000;23.012.686.909.500.000.000;Inactivo  (PGN, Territorio);170101;7000000;Todos por un nuevo país (2014-2018);;;
2,013E+12;Estudios Tcnicos Para La Estructuracion De Un Modelo Competitivo En Las Cadenas Hortofruticola Y Lactea En El Corredor Centrico Del Departamento De Boyaca;MEJORAR LA COMPETITIVIDAD Y SOSTENIBILIDAD DE LOS SECTORES HORTOFRUTCOLA Y LaCTEO EN EL CORREDOR CeNTRICO DEL DEPARTAMENTO DE BOYACa.;Terminado;2013-2014;Agricultura Y Desarrollo Rural;Boyacá;0420 ESTUDIOS DE PREINVERSION;Sgr;50.234.800.000.000.000;50.234.800.000.000.000;0.00000000;50.234.800.000.000.000;Cerrado  (SGR);15;37000;Todos por un nuevo país (2014-2018);;;
36000120000;Administracion Y Control De Los Recursos Pesqueros Y De La Acuicultura   Nivel Nacional;ADMINISTRAR LOS RECURSOS PESQUEROS Y ACUÍCOLA MEDIANTE LA EJECUCIÓN DE LOS PROCESOS DE INVESTIGACIÓN ORDENACIÓN REGISTRO Y CONTROL EN EL TERRITORIO NACIONAL DENTRO DE UN CONTEXTO DE APROVECHAMIENTO SOSTENIBLE COORDINACIÓN INTERINTUTUCIONAL Y SECTORIAL E INTEGRALIDAD AMBIENTAL ECONÓMICA Y SOCIAL.;En Ejecución;2005-2014;Agricultura Y Desarrollo Rural;Autoridad Nacional de Acuicultura y Pesca - Aunap - Agricultura y Desarrollo Rural;0520 ADMINISTRACION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA APOYO A LA ADMINISTRACION DEL ESTADO;Pgn;3.652.649.132.000.000.000;3.652.649.132.000.000.000;3.230.577.883.300.000.000;2.860.709.956.800.000.000;Inactivo  (PGN, Territorio);171500;4000;Todos por un nuevo país (2014-2018);;;
2,018E+12;Instalación Electrificacion Rural Vereda Municipio De  Luruaco;Electrificacin de Viviendas.;En Ejecución;2018-2018;Minas Y Energía;Atlántico;2102 CONSOLIDACIÓN PRODUCTIVA DEL SECTOR DE ENERGÍA ELÉCTRICA;T;77.211.778.400.000.000;77.211.778.400.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);8;50;Todos por un nuevo país (2014-2018);;;
2,01001E+12;Subsidio A La Normalizacion De La Cartera Agropecuaria Nivel Nacional;Aliviar el flujo de caja de los Productores Agropecuarios;En Ejecución;2010-2011;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;0630 TRANSFERENCIAS;Pgn;3.300.000.000.000.000.000;3.300.000.000.000.000.000;1.300.000.000.000.000.000;1.300.000.000.000.000.000;Inactivo  (PGN, Territorio);170101;;Todos por un nuevo país (2014-2018);;;
2,01101E+12;Asistencia Desarrollo De Capacidades De Emprendedoras Rurales Nacional;CONTRIBUIR A LA DISMINUCIÓN DE LOS ALTOS ÍNDICES DE POBREZA Y DESIGUALDAD EN LAS FAMILIAS RURALES MAS POBRES DE COLOMBIA.;En Ejecución;2011-2016;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;0310 DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO;Pgn;4.854.770.765.000.000.000;4.854.770.765.000.000.000;404.515.265.000.000.000;404.165.265.000.000.000;Inactivo  (PGN, Territorio);170101;50000;Todos por un nuevo país (2014-2018);;;
2,01101E+12;Apoyo A La Implementacion Del Programa De Reforestacion A Traves Del Certificado De Incentivo Forestal - Cif Nivel Nacional;INCREMENTAR LAS INICIATIVAS DEL SECTOR PRIVADO PARA IMPLEMENTAR O EJECUTAR PROYECTOS DE REFORESTACIÓN.;En Ejecución;2012-2018;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;Pgn;27.742.774.488.100.000.000;27.742.774.488.100.000.000;23.362.304.609.540.000.000;12.299.515.565.410.000.000;Inactivo  (PGN, Territorio);170101;20000;;;;
2,012E+12;Mejoramiento De La Competitividad Del Subsector Panelero En El Departamento De Caqueta;MEJORAR LOS NIVELES DE PRODUCTIVIDAD Y DE COMPETITIVIDAD DE LAS FAMILIAS PRODUCTORAS DE PANELA EN EL DEPARTAMENTO DE CAQUETA;Terminado;2012-2015;Agricultura Y Desarrollo Rural;Caquetá;0213 FORTALECIMIENTO A LA GARANTÍA PLENA DE DERECHOS DE LAS PERSONAS CON DISCAPACIDAD DESDE EL SECTOR PRESIDENCIA DE LA REPÚBLICA;Sgr;663.166.845.400.000.000;639.318.675.000.000.000;0.00000000;663.166.845.400.000.000;Cerrado  (SGR);18;1215;Todos por un nuevo país (2014-2018);;;
2,012E+12;Fortalecimiento De Procesos En Sustitucion Y Nuevas Siembras De Cafe En El Departamento De Boyac;Tecnificar adecuada y eficientemente la produccion de caf en el Departamento de Boyaca;Terminado;2012-2016;Agricultura Y Desarrollo Rural;Boyacá;0310 DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO;Sgr;99.341.582.700.000.000;100.000.000.000.000.000;0.00000000;99.341.582.700.000.000;Cerrado  (SGR);15;1444;Todos por un nuevo país (2014-2018);;;
2,012E+12;Implementación De Unidades Empresariales Acuicolas Soportados En Su Desarrollo Organizacional Productivo Y De Mercadeo La Guajira;IMPLEMENTAR UNIDADES EMPRESARIALES ACUCOLAS  PARA PRODUCCIoN Y/O TRANSFORMACIoN DE ESPECIES HIDROBIOLoGICAS QUE GENEREN RENTABILIDAD SOCIO-ECONoMICA CON BUENAS PRaCTICAS AMBIENTALES EN BARRANCAS SAN JUAN DEL CESAR RIOHACHA MAICAO Y DIBULLA;Terminado;2012-2015;Agricultura Y Desarrollo Rural;La Guajira;0460 FORMACIÓN DE CAPITAL HUMANO PARA LA INVESTIGACIÓN Y DESARROLLO;Sgr;163.054.500.000.000.000;163.054.500.000.000.000;0.00000000;163.054.500.000.000.000;Terminado (SGR);44;2000;Todos por un nuevo país (2014-2018);;;
2,01201E+12;Subsidio De Vivienda De Interes Social Rural Para Familias De La Red Unidos. Chaparral Tolima;MEJORA O PROVISIÓN DE VIVIENDA NUEVA PARA POBLACIÓN RURAL EN PROGRAMA UNIDOS.OBJETIVOS ESPECIFICOS1. VIVIENDAS CONSTRUIDAS CON MATERIALES ADECUADOS QUE CUMPLEN CON LAS NORMAS DE SISMORESISTENCIA Y SANEAMIENTO BASICO.2. REUBICACIÓN DE VIVIENDAS A SITIOS SIN RIESGO.3. COORDINACIÓN INSTITUCIONAL ADECUADA PARA EJECUTAR PROYECTOS DE VIVIENDA RURAL EN EL MUNICIPIO DE CHAPARRAL TOLIMA.;En Ejecución;2012-2013;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;0520 ADMINISTRACION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA APOYO A LA ADMINISTRACION DEL ESTADO;Pgn;150.000.000.000.000.000;150.000.000.000.000.000;150.000.000.000.000.000;150.000.000.000.000.000;Inactivo  (PGN, Territorio);170101;;Prosperidad para Todos (2010-2014);;;
2,012E+12;Fortalecimiento De Oportunidades Para El Desarrollo De Empresas Cafeteras Sostenibles En El Departamento Del Tolima.;BAJAR LOS NDICES DE POBREZA RURAL DESEMPLEO Y GENERAR OPORTUNIDADES EN LA ZONA RURAL CAFETERA DEL DEPARTAMENTO DEL TOLIMA;Terminado;2010-2015;Agricultura Y Desarrollo Rural;Tolima;0113 MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR;Sgr;504.756.649.300.000.000;549.987.660.000.000.000;0.00000000;504.756.649.300.000.000;Cerrado  (SGR);73;42500;Todos por un nuevo país (2014-2018);;;
2,01101E+12;Implantación Programa De Restitucion  Y Formalizacion De Tierras Rurales  A Nivel Nacional;FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL PARA ATENDER AL MASIVO ABANDONO Y DESPOJO DE DE TIERRAS Y TERRITORIOS DE TAL FORMA QUE SE AVANCE DE MANERA EFICAZ EN EL RESTABLECIMIENTO DEL GOCE EFECTIVO DE DERECHOS DE LA POBLACIÓN DESPLAZADA Y OTRAS VÍCTIMAS DE LA VIOLENCIA Y EN GENERAL DE LA POBLACIÓN VULNERABLE.;En Ejecución;2011-2014;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;0540 COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO;Pgn;59.000.000.000.000.000;59.000.000.000.000.000;48.939.157.936.000.000;17.745.000.000.000.000;Inactivo  (PGN, Territorio);170101;;Todos por un nuevo país (2014-2018);;;
2,01101E+12;Implementación Programa De Formalizacion De La Propiedad De Tierras Rurales Nacional;REDUCIR LA INFORMALIDAD EN LA TENENCIA DE LA TIERRA DE LA POBLACIÓN RURAL CON EL FIN DE FACILITAR EL ACCESO DE LOS CAMPESINOS A LOS SERVICIOS PÚBLICOS  Y PRIVADOS Y A LA SEGURIDAD JURÍDICA.OBJETIVOS ESPECIFICOS:1. DESARROLLAR LA COORDINACIÓN INTERINSTITUCIONAL PARA ARMONIZAR POLÍTICAS Y EJECUTAR PROGRAMAS Y PROYECTOS DE FOMALIZACIÓN DE LA PROPIEDAD RURAL. 2. DESARROLLAR Y ACTUALIZAR EL MARCO NORMATIVO NECESARIO PARA ADELANTAR LOS PROGRAMAS Y PROCESOS DE FORMALIZACIÓN EN FORMA AGIL Y EFICAZ. 3. DISEÑAR E IMPLEMENTAR UN SISTEMA DE INFORMACIÓN PARA APOYAR LA EJECUCIÓN DE LAS POLÍTICAS  DE FORMALIZACIÓN.4 DISEÑAR Y EJECUTAR LAS CAMPAÑAS MASIVAS DE FORMALIZACIÓN EN COORDINACIÓN CON LAS ENTIDADES NACIONALES Y TERRITORIALES QUE TENGAN COMPETENCIA EN DICHOS PROCEDIMIENTOS Y PROGRAMAS.5. DESARROLLAR ADMINISTRAR Y PROMOVER ESTRATEGIAS INSTRUMENTOS Y MEDIDAS SEGÚN SEA EL CASO PARA SUBVENCIONAR LOS COSTOS Y TIEMPOS CON EL FIN DE FACILITAR EL ACCESO A LOS PROCESOS DE REGISTRO Y NOTARIADO ESPECIALMENTE PARA LA POBLACIÓN RURAL VULNERABLE.6. FOMENTAR LA CULTURA DE LA FORMALIDAD EN LAS TRANSACCIONES RELACIONADAS CON LA PROPIEDAD RURAL A TRAVÉS DE CAMPAÑAS DE SENSIBILIZACIÓN SOBRE LA CULTURA DEL REGISTRO. 7. DISEÑAR ADMINISTRAR Y EJECUTAR ESTRATEGIAS PARA FORTALECER LA CAPACIDAD INSTITUCIONAL TERRITORIAL PARA ADELANTAR LAS CAMPAÑAS DE FORMALIZACIÓN.8. CREAR Y ADECUAR LA INSTITUCIONALIDAD NECESARIA PARA EJECUTAR LA POLÍTICA DE FORMALIZACIÓN.;En Ejecución;2011-2018;Agricultura Y Desarrollo Rural;Agencia Nacional de Tierras - ANT - Agricultura y Desarrollo Rural;1704 ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL;Pgn;11.360.543.089.500.000.000;11.360.543.089.500.000.000;8.837.361.620.285.000.000;7.406.161.599.200.000.000;Inactivo  (PGN, Territorio);171700;115000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,013E+12;Mejoramiento Gentico Y Fortalecimiento De La Ganaderia Bovina En El Departamento Del Atlantico Caribe;MEJORAR LA PRODUCTIVIDAD DE LA ACTIVIDAD GANADERA A TRAVS DEL MEJORAMIENTO GENETICO Y DE MANEJO;Terminado;2013-2019;Agricultura Y Desarrollo Rural;Atlántico;0213 FORTALECIMIENTO A LA GARANTÍA PLENA DE DERECHOS DE LAS PERSONAS CON DISCAPACIDAD DESDE EL SECTOR PRESIDENCIA DE LA REPÚBLICA;Sgr;29.470.685.426.000.000;139.518.080.000.000.000;0.00000000;29.470.685.426.000.000;Cerrado  (SGR);8;3690;Todos por un nuevo país (2014-2018);;;
2,01301E+12;Desarrollo De Actividades De Inspección Y Vigilancia De Los Recursos Pesqueros Y De La Acuicultura Nivel Nacional;LOGRAR LA APLICACIÓN DE LAS MEDIDAS DE ORDENACIÓN POR PARTE DE LA COMUNIDAD PARA EL DESARROLLO DE LA ACTIVIDAD  PESQUERA Y DE LA ACUICULTURA EN EL TERRITORIO NACIONAL;En Ejecución;2013-2018;Agricultura Y Desarrollo Rural;Autoridad Nacional de Acuicultura y Pesca - Aunap - Agricultura y Desarrollo Rural;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;Pgn;3.154.435.834.100.000.000;3.154.435.834.100.000.000;2.896.116.667.183.000.000;2.556.045.970.590.000.000;Inactivo  (PGN, Territorio);171500;40000;;;;
2,013E+12;Aplicación E Implementacion De Las Buenas Practicas Agricolas En  Sectores Productivos Del Departamento Del Quindio;ESTABLECER APLICAR E IMPLEMENTAR PROCESOS DE BUENAS PRACTICAS AGRCOLAS EN LA PRODUCCIoN AGRiCOLA DEL DEPARTAMENTO QUE PERMITAN CERTIFICAR SISTEMAS PRODUCTIVOS MINIMIZANDO LOS RIESGOS DE DEGRADACIoN DEL AMBIENTE.;Terminado;2013-2014;Agricultura Y Desarrollo Rural;Quindío;0670 APOYO;Sgr;100.050.000.000.000.000;106.703.508.000.000.000;0.00000000;100.050.000.000.000.000;Cerrado  (SGR);63;2359;Todos por un nuevo país (2014-2018);;;
2,012E+12;Implementación De 120 Hectareas De Jatropha Curcas (Piñon) Para Beneficiar A 30 Pequeños Productores Localizados En Las Veredas De Los Municpios De Turbaco Y Mahates En El Marco Del Plan De Desarrollo Bolivar Ganador.;IMPLEMENTACIN SOSTENIMIENTO Y COMERCIALIZACIoN DE 120 HECTaREAS DE JATROPHA CURCAS (PIÑoN) EN ZONAS RURALES DE LOS MUNICIPIOS DE TURBACO Y MAHATES EN EL DEPARTAMENTO DE BOLiVAR.;Terminado;2012-2022;Agricultura Y Desarrollo Rural;Bolívar;0670 APOYO;Sgr;98.038.000.100.000.000;100.000.000.000.000.000;0.00000000;98.038.000.100.000.000;Cerrado  (SGR);13;30;Todos por un nuevo país (2014-2018);;;
2,01301E+12;Apoyo Al Fomento De Proyectos De Pesca Artesanal Y Acuicultura De Recursos Limitados A Nivel Nacional;INCREMENTAR LOS NIVELES DE PRODUCCIÓN EN LA PESCA ARTESANAL Y AREL EN COLOMBIA.;En Ejecución;2013-2018;Agricultura Y Desarrollo Rural;Agencia de Desarrollo Rural - ADR - Agricultura y Desarrollo Rural;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;Pgn;3.633.144.925.400.000.000;3.633.144.925.400.000.000;3.467.489.661.656.000.000;1.563.001.081.923.000.000;Inactivo  (PGN, Territorio);171800;25800;;;;
2,01301E+12;Desarrollo Del Conocimiento Para El Aprovechaminto Eficiente Y Sostenible De Los Recursos Pesqueros Y De La Acuicultura A Nivel Nacional;APROVECHAMIENTO EFICIENTE Y SOSTENIBLE DE LOS RECURSOS PESQUEROS Y EL DESARROLLO DE LA ACUICULTURA EN EL TERRITORIO NACIONAL;En Ejecución;2013-2018;Agricultura Y Desarrollo Rural;Autoridad Nacional de Acuicultura y Pesca - Aunap - Agricultura y Desarrollo Rural;1708 CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA;Pgn;3.120.240.915.100.000.000;3.120.240.915.100.000.000;2.824.127.564.611.000.000;2.561.217.687.774.000.000;Inactivo  (PGN, Territorio);171500;3600000;;;;
2,01301E+12;Asistencia Y Atención A La Población Victima Del Desplazamiento Con Proyectos De Desarrollo Rural A Nivel Nacional.;FACILITAR EL ACCESO A LOS FACTORES PRODUCTIVOS PARA LA GENERACIÓN DE INGRESOS A LA POBLACIÓN RURAL VÍCTIMA DEL  DESPLAZAMIENTO EN EL ÁMBITO NACIONAL. CON ELLO SE CONTRIBUYE A LA ESTABILIZACIÓN SOCIOECONÓMICA DE LA POBLACIÓN VÍCTIMA DEL DESPLAZAMIENTO;En Ejecución;2013-2018;Agricultura Y Desarrollo Rural;Agencia de Desarrollo Rural - ADR - Agricultura y Desarrollo Rural;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;Pgn;9.224.054.807.500.000.000;9.224.054.807.500.000.000;8.857.169.134.982.000.000;5.454.035.585.505.000.000;Inactivo  (PGN, Territorio);171800;223408;;;;
2,01401E+12;Apoyo A La Gestión Para La Provisión De Bienes Públicos Rurales Nacional;INCREMENTAR LA CAPACIDAD DE PROVISIÓN Y ACCESO A BIENES PÚBLICOS NO SECTORIALES EN ZONAS RURALES;En Ejecución;2015-2018;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;Pgn;434.500.000.000.000.000;434.500.000.000.000.000;212.210.905.000.000.000;165.491.543.900.000.000;Inactivo  (PGN, Territorio);170101;15286;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,013E+12;Fortalecimiento Del Sector Ganadero A Travs De La Certificacion De Fincas Como Libre De Brucelosis Y Tuberculosis En El Departamento Del Caqueta;CERTIFICAR DOS MIL SETECIENTOS SETENTA Y NUEVE (2.779) FINCAS GANADERAS COMO LIBRE DE BRUCELOSIS Y TUBERCULOSIS BOVINA PARA EL FORTALECIMIENTO DEL SECTOR GANADERO EN EL DEPARTAMENTO DEL CAQUET.;Terminado;2013-2020;Agricultura Y Desarrollo Rural;Caquetá;0670 APOYO;Sgr;1.213.023.257.500.000.000;1.222.901.295.100.000.000;0.00000000;1.213.023.257.500.000.000;Cerrado  (SGR);18;10016;Todos por un nuevo país (2014-2018);;;
1,024E+12;Diseno E Implementacion De La Estrategia De Transicion Para La Agricultura Y El Medio Rural Colombiano A Nivel Nacional;EL PROYECTO TIENE POR OBJETO ESTABLECER UN PROGRAMA DE TRANSICIÓN PARA LA AGRICULTURA COLOMBIANA QUE CONTRIBUYA A MEJORAR LA COMPETITIVIDAD DE LA PRODUCCION AGROPECUARIA  Y AGROINDUSTRIAL Y A REDUCIR LA POBREZA IMPERANTE EN LAS AREAS RURALES;En Ejecución;2005-2012;Agricultura Y Desarrollo Rural;Ministerio de Agricultura - Agricultura y Desarrollo Rural;0410 INVESTIGACION BASICA, APLICADA Y ESTUDIOS;Pgn;2.940.000.000.000.000.000;2.940.000.000.000.000.000;2.680.309.054.842.000.000;2.358.449.909.693.000.000;Inactivo  (PGN, Territorio);170101;;Todos por un nuevo país (2014-2018);;;
2,01301E+12;Actualización E Implementación De Medidas De Administración Y Fomento Del Recurso Pesquero Y De La Acuicultura A Nivel Nacional;ESTABLECER ACTUALIZAR E IMPLEMENTAR MEDIDAS DE ADMINISTRACIÓN Y FOMENTO QUE PERMITAN EL  APROVECHAMIENTO SOSTENIBLE DE LOS RECURSOS PESQUEROS Y DE LA ACUICULTURA  EN EL TERRITORIO NACIONAL.;En Ejecución;2013-2018;Agricultura Y Desarrollo Rural;Autoridad Nacional de Acuicultura y Pesca - Aunap - Agricultura y Desarrollo Rural;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;Pgn;10.066.451.725.800.000.000;10.066.451.725.800.000.000;7.507.604.248.374.000.000;6.661.512.425.376.000.000;Inactivo  (PGN, Territorio);171500;26000;;;;
